id,datasetidentifier,url,title,description,themes,keywords,updated_keywords,updated_description
1489,sts_colb_m,https://data.europa.eu/data/datasets/ztvynlobdeyv07yzfvhr3g,Labour input in construction - monthly data,Labour input in construction - monthly data,http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure",Labour input in construction - monthly data
1509,teiis010,https://data.europa.eu/data/datasets/gamvvncaaf3f6o6rxnacsg,Domestic producer prices - total industry (excluding construction),"The industrial domestic output price index measures the average price development of all goods and related services resulting from the activity of the industry sector and sold on the domestic market. The domestic output price index shows the monthly development of transaction prices of economic activities. The domestic market is defined as customers resident in the same national territory as the observation unit. Data are compiled according to the Statistical classification of economic activities in the European Community, (NACE Rev. 2, Eurostat). Industrial producer prices are compiled as a ""fixed base year Laspeyres type price-index"". The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are presented in raw form.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","The industrial domestic output price index measures the average price development of all goods and related services resulting from the activity of the industry sector and sold on the domestic market. The domestic output price index shows the monthly development of transaction prices of economic activities. The domestic market is defined as customers resident in the same national territory as the observation unit. Data are compiled according to the Statistical classification of economic activities in the European Community, (NACE Rev. 2, Eurostat). Industrial producer prices are compiled as a ""fixed base year Laspeyres type price-index"". The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are presented in raw form."
1515,ei_isse_q,https://data.europa.eu/data/datasets/iy9tgngo0449sebsba5whq,Turnover in services growth rates by NACE Rev. 2 activity - quarterly data,Turnover in services growth rates by NACE Rev. 2 activity - quarterly data,"http://publications.europa.eu/resource/authority/data-theme/ECON, http://publications.europa.eu/resource/authority/data-theme/GOVE, http://publications.europa.eu/resource/authority/data-theme/REGI","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure",Turnover in services growth rates by NACE Rev. 2 activity - quarterly data
1518,teiis510,https://data.europa.eu/data/datasets/ebp74zu1ehzg5p9bwuisqa~~1,Construction cost of new residential buildings,"The objective of the construction cost index is to show the development of costs incurred by the contractor/producer to carry out the construction process, in others words the cost of labour, materials and plant and overheads. The construction sector corresponds to the NACE Rev. 2 section F. Building construction (CC1) is further subdivided in residential building (CC11) and non-residential building (CC12). Data are not seasonally adjusted.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","The objective of the construction cost index is to show the development of costs incurred by the contractor/producer to carry out the construction process, in others words the cost of labour, materials and plant and overheads. The construction sector corresponds to the NACE Rev. 2 section F. Building construction (CC1) is further subdivided in residential building (CC11) and non-residential building (CC12). Data are not seasonally adjusted."
1519,sts_copi_q,https://data.europa.eu/data/datasets/ndefrinrxa0lzzmlpod4q,"Construction producer prices or costs, new residential buildings - quarterly data","Construction producer prices or costs, new residential buildings - quarterly data",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical Classification of Products by Activity (CPA 2.1), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","Construction producer prices or costs, new residential buildings - quarterly data"
1522,teiis040,https://data.europa.eu/data/datasets/oy6c7vpgmsiwkpvs7poqg,Domestic producer prices - intermediate goods,"The industrial domestic output price index measures the average price development of all goods and related services resulting from the activity of the industry sector and sold on the domestic market. The domestic output price index shows the monthly development of transaction prices of economic activities. The domestic market is defined as customers resident in the same national territory as the observation unit. Data are compiled according to the Statistical classification of economic activities in the European Community, (NACE Rev. 2, Eurostat). Industrial producer prices are compiled as a ""fixed base year Laspeyres type price-index"". The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are presented in raw form.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","The industrial domestic output price index measures the average price development of all goods and related services resulting from the activity of the industry sector and sold on the domestic market. The domestic output price index shows the monthly development of transaction prices of economic activities. The domestic market is defined as customers resident in the same national territory as the observation unit. Data are compiled according to the Statistical classification of economic activities in the European Community, (NACE Rev. 2, Eurostat). Industrial producer prices are compiled as a ""fixed base year Laspeyres type price-index"". The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are presented in raw form."
1530,teiis400,https://data.europa.eu/data/datasets/fs6kxfyeesekmuaj6rg,Labour input - total industry (excluding construction),"This table presents 3 indexes showing the development of labour input in the sector of industry (excluding construction): Number of persons employed, the hours worked and the wages and salaries. The number of person employed shows the development of employment in Industry. It can be defined as the total number of persons who work in the observation unit as well as persons who work outside the unit who belong to it and are paid by it. The hours worked show the development in the volume of work. The total number of hours worked represents the aggregate number of hours actually worked for the output of the observation unit during the reference period. The wages and salaries index approximate the development of the wage and salaries bill. Wages and salaries are defined as the total remuneration, in cash or in kind, payable to all persons counted on the payroll (including home workers), in return for work done during the accounting period, regardless of whether it is paid on the basis of working time, output or piecework and whether it is paid regularly. These three indexes are presented for the industrial sector (excluding construction) section B to E of NACE Rev.2 (E37, E38 and E39 not included). The indexes are presented in calendar and seasonally adjusted form.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","This table presents 3 indexes showing the development of labour input in the sector of industry (excluding construction): Number of persons employed, the hours worked and the wages and salaries. The number of person employed shows the development of employment in Industry. It can be defined as the total number of persons who work in the observation unit as well as persons who work outside the unit who belong to it and are paid by it. The hours worked show the development in the volume of work. The total number of hours worked represents the aggregate number of hours actually worked for the output of the observation unit during the reference period. The wages and salaries index approximate the development of the wage and salaries bill. Wages and salaries are defined as the total remuneration, in cash or in kind, payable to all persons counted on the payroll (including home workers), in return for work done during the accounting period, regardless of whether it is paid on the basis of working time, output or piecework and whether it is paid regularly. These three indexes are presented for the industrial sector (excluding construction) section B to E of NACE Rev.2 (E37, E38 and E39 not included). The indexes are presented in calendar and seasonally adjusted form."
1531,teiis210,https://data.europa.eu/data/datasets/ecoqest8knijkwbkp3fw,"Retail trade turnover - food, beverages and tobacco","The Retail Trade Index is a business cycle indicator which shows the monthly activity of the retail sector in value and volume. It is a short-term indicator for final domestic demand. It should be noted that the volume of sales is different from the volume of (retail) trade services. The latter takes account of changes in the quality of the trade service supplied. As such the volume of sales is conceptually different from the index of production which takes account of quality changes. Data are compiled according to the Statistical classification of economic activities in the European Community, (NACE Rev. 2, Eurostat). Turnover for retail trade are compiled as a ""fixed base year Laspeyres type volume-index"". The current base year is 2021 (Index 2021 = 100). The index is presented in calendar and seasonally adjusted form. Growth rates with respect to the previous month (M/M-1) are calculated from calendar and seasonally adjusted figures while growth rates with respect to the same month of the previous year (M/M-12) are calculated from calendar adjusted figures.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Time frequency, Unit of measure","The Retail Trade Index is a business cycle indicator which shows the monthly activity of the retail sector in value and volume. It is a short-term indicator for final domestic demand. It should be noted that the volume of sales is different from the volume of (retail) trade services. The latter takes account of changes in the quality of the trade service supplied. As such the volume of sales is conceptually different from the index of production which takes account of quality changes. Data are compiled according to the Statistical classification of economic activities in the European Community, (NACE Rev. 2, Eurostat). Turnover for retail trade are compiled as a ""fixed base year Laspeyres type volume-index"". The current base year is 2021 (Index 2021 = 100). The index is presented in calendar and seasonally adjusted form. Growth rates with respect to the previous month (M/M-1) are calculated from calendar and seasonally adjusted figures while growth rates with respect to the same month of the previous year (M/M-12) are calculated from calendar adjusted figures."
1532,teiis013,https://data.europa.eu/data/datasets/c7tzyfhlzg1lna4voeprdq,Import prices - intermediate goods,"The industrial import price index (IPI) measures the monthly transaction price development of imported goods purchased from non-domestic areas by domestic residents. IPI permits monthly monitoring of prices for different categories of products or group of products. They are also a means to distinguish real growth of imports from price changes in the foreign trade statistics and in the national accounts. Data are compiled according to the Classification of Products by Activity (CPA). The breakdowns are based on aggregates derived from the MIGs (Main Industrial Groupings). Industrial import prices are compiled as a fixed base year Laspeyres type price-index (except for Luxembourg). The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are compiled from raw data.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","The industrial import price index (IPI) measures the monthly transaction price development of imported goods purchased from non-domestic areas by domestic residents. IPI permits monthly monitoring of prices for different categories of products or group of products. They are also a means to distinguish real growth of imports from price changes in the foreign trade statistics and in the national accounts. Data are compiled according to the Classification of Products by Activity (CPA). The breakdowns are based on aggregates derived from the MIGs (Main Industrial Groupings). Industrial import prices are compiled as a fixed base year Laspeyres type price-index (except for Luxembourg). The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are compiled from raw data."
1538,teiis011,https://data.europa.eu/data/datasets/timiijyp3ofbs2vynjqg,Import prices - total industry,"The industrial import price index (IPI) measures the monthly transaction price development of imported goods purchased from non-domestic areas by domestic residents. IPI permits monthly monitoring of prices for different categories of products or group of products. They are also a means to distinguish real growth of imports from price changes in the foreign trade statistics and in the national accounts. Data are compiled according to the Classification of Products by Activity (CPA). The breakdowns are based on aggregates derived from the MIGs (Main Industrial Groupings). Industrial import prices are compiled as a fixed base year Laspeyres type price-index (except for Luxembourg). The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are compiled from raw data.",http://publications.europa.eu/resource/authority/data-theme/ECON,"Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Statistical classification of economic activities in the European Community (NACE Rev. 2), Time frequency, Unit of measure","Business trend indicator, Geopolitical entity (reporting), Seasonal adjustment, Time frequency, Unit of measure","The industrial import price index (IPI) measures the monthly transaction price development of imported goods purchased from non-domestic areas by domestic residents. IPI permits monthly monitoring of prices for different categories of products or group of products. They are also a means to distinguish real growth of imports from price changes in the foreign trade statistics and in the national accounts. Data are compiled according to the Classification of Products by Activity (CPA). The breakdowns are based on aggregates derived from the MIGs (Main Industrial Groupings). Industrial import prices are compiled as a fixed base year Laspeyres type price-index (except for Luxembourg). The current base year is 2021 (Index 2021 =100). Indexes, as well as both growth rates with respect to the previous month (M/M-1) and with respect to the corresponding month of the previous year (M/M-12) are compiled from raw data."
